name~location_id~city~state~awards~positive~uName~uLocation
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~John W~Washington DC, District of Columbia
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~jasonmarler~Indianapolis, Indiana
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~FrugaliciousDiva~NW Ohio
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~negative~Constant_traveller45~New York City, New York
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~DVTrevor~Washington DC, District of Columbia
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~negative~Sue F~Washington DC, District of Columbia
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~negative~NevadaJake~Sparks, Nevada
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~james h~Acworth, Georgia
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~Liza R~San Juan, Puerto Rico
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~Teresa E~Houston, Texas
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~Sophie T~Lyon, France
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~negative~Felice S~Baltimore, Maryland
Bar Dupont~4587338~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~rmalik2015~New Delhi, India
Barmini~5058863~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~JLIO-TA~Ottawa
Barmini~5058863~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~Beth K~New Smyrna Beach, Florida
Barmini~5058863~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~Liza R~San Juan, Puerto Rico
Barmini~5058863~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~Michele B~Guildford, United Kingdom
Barmini~5058863~Washington DC~District of Columbia~Certificate of Excellence 2016~negative~blackindimex~Washington DC, District of Columbia
Barmini~5058863~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~Sara S~London, United Kingdom
Barmini~5058863~Washington DC~District of Columbia~Certificate of Excellence 2016~positive~FEEDMEMORE27~Yonkers, New York
Barmini~5058863~Washington DC~District of Columbia~Certificate of Excellence 2016~negative~Normienorm~Huntingdon, Pennsylvania
